    4    4     1.0788E-21     7.2311E-10     -1.3516149718755441E+00      1.7948522099533137E+00      9.0741177780793554E-17      1.4113950823660890E+00      1.8733158205812212E-16      3.1105909377201781E+00     -1.3819299020420828E+00     -5.9773858636942645E-01     -9.3403142546664550E-17     -5.0425208860327908E-01     -5.1790233940534843E-16     -2.8222567623530757E+00      1.3819299021830809E+00     -5.9773858457728213E-01
    4    5     1.6674E-21     9.0865E-10      1.2104042172106686E+00     -2.3390172519486176E+00      9.0741177780793554E-17      1.4113950830979998E+00      1.8093934778810912E-16      3.1105909380317764E+00     -1.3819299020483209E+00     -5.9773858502581545E-01     -9.5252817187258453E-17     -5.0425208751632355E-01     -5.3654788708930846E-16     -2.8222567620785575E+00      1.3819299021404228E+00     -5.9773858419200621E-01
    4    6     3.6584E-21     7.2453E-10      6.8743976456155154E-01     -5.4791104768886700E-01      8.2099160849289410E-17      1.4113950827312849E+00      1.9165704903254469E-16      3.1105909376253078E+00     -1.3819299018077951E+00     -5.9773858458876683E-01     -9.7257874015880036E-17     -5.0425208806924904E-01     -5.1803048093171382E-16     -2.8222567618777936E+00      1.3819299036642303E+00     -5.9773858529481549E-01
    4    7     1.9731E-21     6.1794E-10      2.3667968630987057E+00     -6.5980472789689015E-01      8.2099160849289410E-17      1.4113950828314157E+00      1.9270974217349804E-16      3.1105909377438019E+00     -1.3819299019253639E+00     -5.9773858468802976E-01     -9.7257874015880036E-17     -5.0425208810806221E-01     -5.1816575339249284E-16     -2.8222567620384127E+00      1.3819299014748769E+00     -5.9773858510285138E-01
    4    8     1.6582E-21     9.0966E-10     -1.2104042172125786E+00     -2.3390172519467249E+00      8.2099160849289410E-17      1.4113950830979998E+00      1.9998559492369957E-16      3.1105909380317764E+00     -1.3819299021407305E+00     -5.9773858418991987E-01     -9.0137420401547782E-17     -5.0425208751632355E-01     -5.0000867300809067E-16     -2.8222567620785575E+00      1.3819299020480129E+00     -5.9773858502790178E-01
    4    9     4.4133E-26     1.1482E-09      3.7082693060696304E-13     -4.2047648998675617E+00      8.2099160849289410E-17      1.4113950831201647E+00      1.9231665826367943E-16      3.1105909380614118E+00     -1.3819299021638534E+00     -5.9773858442737071E-01     -9.7257874015880036E-17     -5.0425208756322315E-01     -5.1759003141992378E-16     -2.8222567605787829E+00      1.3819299021635514E+00     -5.9773858442937822E-01
    4   10     1.9362E-21     6.1931E-10     -2.3667968631013752E+00     -6.5980472789466316E-01      9.0741177780793554E-17      1.4113950828314157E+00      1.8821085125929226E-16      3.1105909377438019E+00     -1.3819299014751849E+00     -5.9773858510076505E-01     -8.7995219347700973E-17     -5.0425208810806232E-01     -5.1867443036962176E-16     -2.8222567620384127E+00      1.3819299019250559E+00     -5.9773858469011609E-01
    4   11     3.6079E-21     7.2147E-10     -6.8743976456458544E-01     -5.4791104768800736E-01      9.0741177780793554E-17      1.4113950827312849E+00      1.8927251149298176E-16      3.1105909376253078E+00     -1.3819299036645383E+00     -5.9773858529272916E-01     -8.7995219347700973E-17     -5.0425208806924904E-01     -5.1881241302660173E-16     -2.8222567618777936E+00      1.3819299018074873E+00     -5.9773858459085316E-01
    4   12     1.1264E-23     6.2397E-10      6.0980013106777986E-11      5.0776763932516689E-01      8.2099160849289410E-17      1.4113950838896596E+00      1.9231672441462957E-16      3.1105909384368275E+00     -1.3819299020491287E+00     -5.9773858610646013E-01     -9.7257874015880036E-17     -5.0425208852189141E-01     -5.1759000137081463E-16     -2.8222567623813704E+00      1.3819299020689599E+00     -5.9773858584647677E-01
    4   13     1.1960E-22     6.7574E-10     -6.3086525227903122E-10     -1.7471308504630685E+00      8.2099160849289410E-17      1.4113950830957633E+00      1.9231665662597483E-16      3.1105909380253505E+00     -1.3819299021331495E+00     -5.9773858468306362E-01     -9.7257874015880036E-17     -5.0425208764742135E-01     -5.1759003278577363E-16     -2.8222567632488702E+00      1.3819299022150382E+00     -5.9773858381657174E-01
    4   14     5.6980E-26     1.2157E-09      1.3500483099547243E-11      4.4317664843020887E+00      8.2099160849289410E-17      1.4113950817532508E+00      1.9231669169020459E-16      3.1105909362046229E+00     -1.3819299021153784E+00     -5.9773858569238569E-01     -9.7257874015880036E-17     -5.0425208863125737E-01     -5.1759001642124365E-16     -2.8222567623930694E+00      1.3819299021150298E+00     -5.9773858569487126E-01
    4   15     1.5597E-21     1.1309E-09     -1.1450925319284093E+00     -3.2881033342056192E+00      9.0741177780793554E-17      1.4113950830741393E+00      1.9998559492369957E-16      3.1105909380128067E+00     -1.3819299021978391E+00     -5.9773858372686550E-01     -9.2028072670139834E-17     -5.0425208760232865E-01     -5.0014243631243325E-16     -2.8222567611583234E+00      1.3819299020618485E+00     -5.9773858533326807E-01
    4   16     4.4525E-26     7.1434E-10     -1.3008219300973703E-13      2.2513042211841370E+00      8.2099160849289410E-17      1.4113950814764156E+00      1.9231669161932366E-16      3.1105909387554251E+00     -1.3819299020900284E+00     -5.9773858575453065E-01     -9.7257874015880036E-17     -5.0425208863616311E-01     -5.1759001641748838E-16     -2.8222567623573043E+00      1.3819299020896767E+00     -5.9773858575708994E-01
    4   17     1.1665E-21     1.3847E-09     -9.1316083122765168E-01      3.9398681627449501E+00      8.2099160849289410E-17      1.4113950818435730E+00      1.9998559492369957E-16      3.1105909364479456E+00     -1.3819299020858176E+00     -5.9773858589004769E-01     -9.1726031328187851E-17     -5.0425208860381532E-01     -5.1906284690119815E-16     -2.8222567623634922E+00      1.3819299021321489E+00     -5.9773858539597569E-01
    5    1     9.3310E-23     5.9243E-10      1.4534235549020043E+00      9.8139536007498754E-11      8.5179477117912727E-01      2.3762455711996138E+00      4.2608468852744741E-17      7.3249693185038378E-01     -8.5179477184512953E-01      2.3762455698440839E+00     -8.5179477182630114E-01     -2.3762455698728777E+00     -1.3679561406604997E-16     -7.3249693185023701E-01      8.5179477120464331E-01     -2.3762455711459189E+00
    5    2     1.9109E-26     9.9573E-10      5.7635458445530613E-12      3.9776761222496924E+00      8.5179477170594742E-01      2.3762455692249116E+00      4.2608468852744741E-17      7.3249693109237501E-01     -8.5179477170686657E-01      2.3762455692311435E+00     -8.5179477156200134E-01     -2.3762455706460797E+00     -1.3679516229571967E-16     -7.3249693226386214E-01      8.5179477155847150E-01     -2.3762455706477206E+00
    5    3     8.4518E-29     9.5374E-10     -2.6825555168766232E-12     -2.3254938872422906E+00      8.5179477150314065E-01      2.3762455704117085E+00      4.2608468852744741E-17      7.3249693202045929E-01     -8.5179477150576455E-01      2.3762455704117147E+00     -8.5179477256623626E-01     -2.3762455695963900E+00     -1.3679348610905978E-16     -7.3249693135717064E-01      8.5179477256361213E-01     -2.3762455695963833E+00
    5    4     9.0182E-23     5.9537E-10     -1.4534235549038919E+00     -2.7243492614802311E-12      8.5179477183269425E-01      2.3762455698537259E+00      4.7093570837244188E-17      7.3249693184396858E-01     -8.5179477119400826E-01      2.3762455711682176E+00     -8.5179477119501013E-01     -2.3762455711773285E+00     -1.3231051062413867E-16     -7.3249693185665221E-01      8.5179477183348873E-01     -2.3762455698632228E+00
    5    5     8.4592E-29     9.5376E-10     -2.6826022910991784E-12      2.3254938872339483E+00      8.5179477256272551E-01      2.3762455695869775E+00      4.2608468852744741E-17      7.3249693134442695E-01     -8.5179477256534952E-01      2.3762455695869842E+00     -8.5179477150665128E-01     -2.3762455704211209E+00     -1.3679440653516658E-16     -7.3249693203320299E-01      8.5179477150402738E-01     -2.3762455704211143E+00
    5    6     7.7507E-23     9.9079E-10      1.8683127273964855E+00      2.6768516837557317E+00      8.5179477033611972E-01      2.3762455696419651E+00      4.2608468852744741E-17      7.3249693113728387E-01     -8.5179477209789234E-01      2.3762455697154854E+00     -8.5179477152725924E-01     -2.3762455705189072E+00     -1.3402229280118624E-16     -7.3249693217150558E-01      8.5179477152469174E-01     -2.3762455705127294E+00
    5    7     4.4462E-22     8.9689E-10      2.4934154696967467E-01     -1.6138735663113868E+00      8.5179477154099903E-01      2.3762455706372574E+00      4.4167998151819565E-17      7.3249693241230163E-01     -8.5179477155081329E-01      2.3762455706410162E+00     -8.5179477165899453E-01     -2.3762455699145990E+00     -1.4128071251419076E-16     -7.3249693069777333E-01      8.5179477167745432E-01     -2.3762455714958852E+00
    5    8     7.7284E-23     1.0190E-09     -1.8683127274007314E+00      2.6768516837556273E+00      8.5179477209526844E-01      2.3762455697154792E+00      4.7093570837244188E-17      7.3249693113728387E-01     -8.5179477033874362E-01      2.3762455696419713E+00     -8.5179477152731575E-01     -2.3762455705127357E+00     -1.3508702953061798E-16     -7.3249693217150547E-01      8.5179477152463534E-01     -2.3762455705189005E+00
    5    9     6.6346E-27     8.7994E-10      3.3242365855647484E-12     -3.9776761222591310E+00      8.5179477155777206E-01      2.3762455706379746E+00      4.2608468852744741E-17      7.3249693225111834E-01     -8.5179477156092731E-01      2.3762455706370140E+00     -8.5179477170810558E-01     -2.3762455692392637E+00     -1.3679759512784153E-16     -7.3249693110511882E-01      8.5179477170648177E-01     -2.3762455692356039E+00
    5   10     1.1064E-24     5.9446E-10      9.5958148991061391E-11      1.6961582563052178E+00      8.5179477176721374E-01      2.3762455706141750E+00      4.2608468852744741E-17      7.3249693075110156E-01     -8.5179477178002339E-01      2.3762455705491710E+00     -8.5179477154145611E-01     -2.3762455706353176E+00     -1.3679516742128318E-16     -7.3249693238565983E-01      8.5179477154626859E-01     -2.3762455706211836E+00
    5   11     7.7507E-23     1.0229E-09      1.8683127273972207E+00     -2.6768516837670711E+00      8.5179477152380512E-01      2.3762455705033236E+00      4.4200765175780082E-17      7.3249693215876166E-01     -8.5179477152637251E-01      2.3762455705095014E+00     -8.5179477209877907E-01     -2.3762455697248916E+00     -1.4128071251419076E-16     -7.3249693115002779E-01      8.5179477033700635E-01     -2.3762455696513709E+00
    5   12     7.7284E-23     1.0190E-09     -1.8683127274014670E+00     -2.6768516837669667E+00      8.5179477152374872E-01      2.3762455705094947E+00      4.5491661635972807E-17      7.3249693215876166E-01     -8.5179477152642902E-01      2.3762455705033299E+00     -8.5179477033963036E-01     -2.3762455696513776E+00     -1.2782540656045829E-16     -7.3249693115002779E-01      8.5179477209615506E-01     -2.3762455697248850E+00
    5   13     4.4462E-22     9.0339E-10      2.4934154696536054E-01      1.6138735662985857E+00      8.5179477167656770E-01      2.3762455714864794E+00      4.2608468852744741E-17      7.3249693068502963E-01     -8.5179477165810791E-01      2.3762455699051932E+00     -8.5179477155169991E-01     -2.3762455706504220E+00     -1.3403321638802388E-16     -7.3249693242504532E-01      8.5179477154188576E-01     -2.3762455706466632E+00
    5   14     4.4409E-22     8.9651E-10     -2.4934154696309535E-01      1.6138735663017507E+00      8.5179477165548390E-01      2.3762455699051865E+00      4.7093570837244188E-17      7.3249693068502952E-01     -8.5179477167919160E-01      2.3762455714864856E+00     -8.5179477154450967E-01     -2.3762455706466699E+00     -1.3507423526388839E-16     -7.3249693242504543E-01      8.5179477154907601E-01     -2.3762455706504153E+00
    5   15     4.7844E-27     5.8050E-10     -1.3282627487439004E-11     -1.6961582563212900E+00      8.5179477154142136E-01      2.3762455706193020E+00      4.2608468852744741E-17      7.3249693237291624E-01     -8.5179477154452976E-01      2.3762455706183876E+00     -8.5179477177548535E-01     -2.3762455705932002E+00     -1.3679516275528612E-16     -7.3249693076384514E-01      8.5179477177352514E-01     -2.3762455705889574E+00
    5   16     4.4409E-22     8.9794E-10     -2.4934154696741023E-01     -1.6138735663145518E+00      8.5179477154818928E-01      2.3762455706410095E+00      4.5530042539685591E-17      7.3249693241230174E-01     -8.5179477154362304E-01      2.3762455706372640E+00     -8.5179477168007822E-01     -2.3762455714958914E+00     -1.2782540656045829E-16     -7.3249693069777322E-01      8.5179477165637063E-01     -2.3762455699145923E+00
    5   17     2.1252E-28     4.7515E-10      9.6763537869751046E-15     -7.6885318393473165E-12      8.5179477155904892E-01      2.3762455706900592E+00      4.2608468852744741E-17      7.3249693272026595E-01     -8.5179477156158701E-01      2.3762455706902399E+00     -8.5179477156247374E-01     -2.3762455706996461E+00     -1.3679516225597654E-16     -7.3249693273300975E-01      8.5179477155993555E-01     -2.3762455706994650E+00
    6    1     9.7532E-22     4.8444E-10     -1.4879146682790980E+00      3.9279091824740853E-01      3.0058001329975912E-17      4.9101079292945332E-01      1.2037809572347015E-16      1.8723699265615286E+00      2.1047192370883403E-16      3.4341152159913002E+00     -8.6170684525519770E-01     -2.4552181863281541E+00     -1.6253930123469810E-16     -8.8705956432962552E-01      8.6170684588304980E-01     -2.4552181852655508E+00
    6    2     2.6178E-27     1.0098E-09     -1.8392409699777857E-12     -2.3882511707764431E+00      2.8561509504570621E-17      4.9101079325671709E-01      1.1756603848267691E-16      1.8723699266445271E+00      2.1332800898637805E-16      3.4341152159245993E+00     -8.6170684660033392E-01     -2.4552181848625581E+00     -1.6273673514770874E-16     -8.8705956376159401E-01      8.6170684659958052E-01     -2.4552181848616974E+00
    6    3     9.7484E-22     4.9319E-10      1.4879146682771429E+00      3.9279091824575030E-01      3.0070851533326169E-17      4.9101079292945327E-01      1.0891351517837776E-16      1.8723699265615286E+00      2.1007227449931914E-16      3.4341152159913002E+00     -8.6170684588581781E-01     -2.4552181852651929E+00     -1.6335055287697726E-16     -8.8705956432962563E-01      8.6170684525242958E-01     -2.4552181863285121E+00
    6    4     1.0735E-22     1.0333E-09      1.8638025908225129E+00     -2.7760536993064200E+00      2.8561509504570621E-17      4.9101079339823095E-01      1.1093506960470721E-16      1.8723699267637468E+00      2.1326329350769571E-16      3.4341152160366795E+00     -8.6170684611322679E-01     -2.4552181849595160E+00     -1.6280076905846055E-16     -8.8705956354678195E-01      8.6170684438206679E-01     -2.4552181849645640E+00
    6    5     1.0697E-22     1.0269E-09     -1.8638025908269136E+00     -2.7760536993059128E+00      3.1567984189262268E-17      4.9101079339823095E-01      1.1836090838205101E-16      1.8723699267637468E+00      2.0728075962842090E-16      3.4341152160366795E+00     -8.6170684438483469E-01     -2.4552181849642061E+00     -1.6308870734812792E-16     -8.8705956354678195E-01      8.6170684611045889E-01     -2.4552181849598740E+00
